policy_id,age,gender,sum_assured,premium,term,product_type,underwriting_class
41,48,0,605627.03977824,2591.149818039938,99,2,3
42,46,0,745170.4741027215,4607.027155041113,99,1,0
43,32,0,692425.256158759,1070.6665069120052,20,0,2
44,42,0,611349.9346911445,1455.626549367136,25,0,2
45,41,0,482178.7489771045,986.0255904492724,15,0,0
46,42,1,562207.8868675025,1188.2339120183385,40,0,2
47,50,1,600685.649634393,4190.015764291203,99,1,2
48,42,0,780666.2052913415,2861.8010922936855,99,2,0
49,48,0,761092.1556818181,5054.42338260436,99,1,2
50,40,1,964552.6978344504,5235.323082023916,99,1,0
51,43,0,800300.4579634365,4463.416016607495,99,1,2
52,47,0,586154.2384476424,1347.5439685986046,40,0,2
53,22,0,1000000.0,2963.527077531855,99,1,2
54,36,1,1000000.0,4752.819040462696,99,1,0
55,34,1,848701.4156232505,2461.558568512423,99,2,2
56,32,1,683536.9638647279,1117.3682715658356,10,0,2
57,36,0,747285.2032053362,1265.5760757681096,10,0,2
58,57,1,408052.85500207817,1230.4116805342035,35,0,2
59,29,1,1000000.0,3870.060660351628,99,1,3
60,51,0,492435.11444069684,1407.2344584774094,25,0,2
61,20,0,1000000.0,2645.4998877741946,99,2,1
62,35,0,549288.5581896508,929.4119961044632,40,0,2
63,41,0,518957.4216936306,1098.10169312689,35,0,2
64,47,1,592944.1476369307,1403.5717122150752,30,0,2
65,48,0,419410.20522539935,1117.2216005494852,30,0,2
66,49,0,437196.555370081,1188.4244304366455,20,0,2
67,35,1,799631.4537679489,1422.6304455832972,35,0,2
68,34,0,862213.9823474471,2553.766218429489,99,2,2
69,50,0,530581.1756071515,2126.6886298105883,15,0,1
70,37,0,535114.4682489255,1397.4985793107678,35,0,1
71,24,1,888861.2118438066,1094.7282814901505,40,0,2
72,26,1,951057.8931871951,1249.1706344772651,40,0,2
73,28,0,974390.1158976073,5238.808600399988,99,1,1
74,45,0,511146.04429063975,1235.8875506557342,20,0,2
75,41,1,648307.8071002522,1324.3603147691551,10,0,0
76,48,0,628275.9634021893,2997.2757789177126,99,2,2
77,34,0,796077.5738794766,1271.9633846257132,35,0,2
78,41,0,575218.7842875866,1270.7700798985518,20,0,2
79,47,0,434147.7547584833,967.3935869609737,35,0,0
80,36,0,845310.2898232166,3571.430654510468,99,1,2
81,45,0,549386.0655496116,1260.1744102161852,10,0,0
82,32,0,1000000.0,4510.788412230584,99,1,2
83,35,1,717466.4579381905,1236.8257307754097,20,0,2
84,35,1,800764.2128373643,1421.0780639422724,30,0,2
85,25,0,914064.2523785059,1819.2663786084843,40,0,1
86,45,0,917274.3984872651,5072.510186663439,99,1,2
87,34,0,747375.5188160163,2437.2480492776335,99,2,2
88,40,1,506749.1808206779,1024.124449913555,40,0,0
89,45,0,717872.636964427,4215.336499754559,99,1,2
90,45,0,893533.3213446909,5408.832291748904,99,1,3
91,47,0,583263.8695074699,1495.3031189399844,40,0,2
92,38,1,646081.931602358,2216.853713477587,99,2,2
93,34,1,636085.9021251606,1120.3244398774696,15,0,2
94,39,1,522029.11167711735,1051.0051575678706,10,0,2
95,20,0,739396.5044106998,698.2093693889484,40,0,2
96,22,0,833450.4696586535,984.7440920564989,25,0,2
97,24,1,1000000.0,2916.3315900328935,99,1,2
98,28,0,849381.883600075,1235.2875479726586,40,0,2
99,44,0,452557.64949719445,1692.7624345281454,25,0,1
100,29,1,814770.9767950394,1093.33033810891,35,0,2
101,35,0,672712.0768888887,1205.733916510203,25,0,2
102,55,0,424333.5809499873,1135.3615998945572,40,0,2
103,35,1,567608.6697631606,1503.3324266179418,20,0,1
104,48,1,597932.3431091278,3999.918421203202,99,1,2
105,28,0,788774.5622814432,1111.7582561637032,10,0,2
106,37,1,914094.7667798379,5206.466297423889,99,2,1
107,28,0,904719.7014768195,1410.2067933392218,30,0,2
108,35,0,923385.1875893732,4545.303619977209,99,1,2
109,50,0,653680.862786125,5100.307030353767,99,2,1
110,20,0,755113.2070717594,738.2612697151237,30,0,2
111,45,1,573476.1642480977,1260.172615287494,25,0,2
112,42,1,628365.027658642,2151.0214161604536,10,0,1
113,32,0,846623.7613435755,1294.0913558523391,20,0,2
114,22,1,899047.0781855184,914.7518590078607,25,0,3
115,40,1,687558.1671675035,2141.7157848346974,15,0,1
116,33,0,834292.7383671063,1286.372907755501,35,0,2
117,42,1,682276.5846436801,1492.7656690769995,35,0,2
118,40,1,577293.5395146117,1224.220294824477,10,0,2
119,59,0,428966.59446043527,3492.954771870802,99,1,3
120,37,1,957601.101545583,4376.300091294207,99,1,2
121,27,1,1000000.0,3445.8420053994896,99,1,2
122,42,0,675626.3452392659,2932.0361228969264,99,2,2
123,42,1,478234.7153842496,1491.2097703902423,30,0,1
124,56,1,385171.57553360256,1107.5689801896551,25,0,3
125,50,0,708595.72675534,4789.747583326604,99,1,2
126,44,0,753615.7433291511,5093.685842100943,99,2,1
127,57,0,468050.2763608444,3313.2160561413475,99,1,2
128,25,1,751350.2989413245,976.9424994305854,10,0,2
129,32,1,854946.0341794426,1302.9384922606973,10,0,0
130,28,1,826490.6998737429,2115.074928410687,99,2,3
131,35,0,948531.8143618294,2943.909322745475,99,2,2
132,23,1,985669.8466151543,1219.815230206314,10,0,2
133,47,0,498639.9783605821,1165.5194089794009,40,0,2
134,37,0,783371.0153385674,3706.470220848396,99,1,2
135,22,0,1000000.0,2867.2343501391038,99,1,2
136,27,1,773369.3063624456,1119.6907730474804,25,0,2
137,43,0,1000000.0,6081.315949612296,99,1,2
138,50,0,553220.0911517852,1539.915290623839,40,0,2
139,63,1,256112.2031391103,1337.0661674765608,10,0,1
140,74,0,152845.5644205153,1409.7203565690293,99,1,2
141,44,0,460385.3184438155,964.2986831787323,10,0,0
142,28,1,812156.4516581858,1164.6640069928278,15,0,2
143,20,1,743667.6884569087,721.2179895115574,30,0,0
144,43,1,520128.64044990414,1217.8836581015787,10,0,2
145,30,1,821575.0629703404,1330.7382002466904,15,0,3
146,35,0,860235.2011283673,4226.333164953445,99,1,2
147,32,1,741862.0342590791,1211.539340988442,40,0,3
148,38,1,1000000.0,5263.087786651202,99,1,2
149,52,0,404851.5473299908,1213.2832520920304,30,0,0
150,41,1,629896.4604626667,2111.463954536437,35,0,1
151,38,0,531924.7334974027,1118.7286500474136,20,0,2
152,27,1,1000000.0,3140.003509992285,99,1,0
153,20,1,720430.1975700909,706.8789038611208,40,0,2
154,34,1,622226.1667660065,1083.4617519226692,30,0,2
155,39,1,853396.3732407494,4491.70995077757,99,1,2
156,61,0,281136.70388586627,995.1600995403352,10,0,2
157,41,1,613664.6374138041,1380.9470079835455,15,0,2
158,51,1,453268.1356602479,1984.3811753778846,10,0,1
159,34,0,950498.8329016367,3267.231257415831,99,2,2
160,25,0,1000000.0,3108.5879201847247,99,1,0
161,28,0,1000000.0,3717.224406795044,99,2,1
162,31,0,593820.8914813518,969.0813461898454,15,0,2
163,65,0,282540.40701803786,1060.9943827882012,20,0,2
164,30,0,1000000.0,3899.9495495526603,99,1,2
165,50,1,643875.4619891554,3847.680408124796,99,1,0
166,29,0,869458.5336135194,1381.3695917262721,15,0,2
167,51,1,421451.37150612375,1144.4598988367022,40,0,2
168,44,1,470894.7354611635,1141.1639400869333,40,0,2
169,38,0,578753.9659648266,1154.4873684345919,30,0,2
170,39,1,621288.1538455397,1718.641274174077,30,0,1
171,32,0,722411.2820490646,1098.428972523119,30,0,2
172,45,0,593065.2211628704,1498.838571610147,30,0,0
173,34,0,701245.2244837232,1120.7320083793766,10,0,0
174,25,1,1000000.0,2875.088310839228,99,1,2
175,24,0,789720.4468150194,1046.5909677388963,25,0,2
176,42,1,594275.1324768112,1374.3275459113638,20,0,3
177,58,1,384103.49898158055,1294.4775632072137,10,0,2
178,41,0,610537.3800091003,1317.0223368301308,25,0,3
179,38,1,530754.6803616774,964.6036610895935,35,0,2
180,43,0,755655.7910358403,3990.7505017936933,99,1,2
181,55,1,331853.57135770156,926.6325083329452,40,0,2
182,42,0,994392.3213121478,5736.5238160133,99,1,0
183,35,1,1000000.0,4283.180660500747,99,1,2
184,53,0,488614.02122026123,1350.799039875764,30,0,2
185,45,0,519117.02437614265,1248.6980273593433,25,0,2
186,58,0,281515.0279858276,788.4499308702922,15,0,2
187,42,1,550306.5388837548,1215.0465174934488,30,0,2
188,25,0,668097.5348557909,897.3722237693488,25,0,2
189,23,1,706479.7735335807,1249.034095163553,40,0,1
190,59,0,399849.4226000245,3272.475239719344,99,1,2
191,60,1,565140.4039075479,6887.3046771691925,99,1,1
192,37,0,681411.6953417165,1428.0134947732793,25,0,2
193,35,0,574522.7337141283,986.5746940758639,25,0,2
194,57,1,348438.77476611704,1126.783696248224,20,0,2
195,26,1,871352.8690282241,1222.2068133941243,10,0,2
196,29,1,694393.9002301168,1060.6857525739742,35,0,2
197,47,0,693073.8880298653,4196.909391809196,99,1,2
198,35,0,812541.9411624529,1356.6446699998326,15,0,0
199,39,1,503777.079754044,951.4110401776456,30,0,2
200,38,1,531476.5285445689,1124.5248409066826,40,0,2
201,44,1,842667.8249474622,5057.49883256232,99,1,2
202,56,0,403318.36522869044,1250.6867714051423,25,0,2
203,41,0,1000000.0,5748.244406184484,99,1,2
204,47,0,407869.23360672983,1420.0585369317628,15,0,1
205,20,0,1000000.0,2385.8530664057503,99,1,2
206,39,1,693967.7360210958,1488.5822940009414,25,0,2
207,29,1,1000000.0,3716.3061772242595,99,1,2
208,25,1,1000000.0,2867.2295140931105,99,1,3
209,29,0,650663.9231900676,972.8575613907648,10,0,2
210,35,0,662135.4483862635,1279.56005101524,10,0,2
211,50,1,549614.7690224266,1970.1053493568115,15,0,1
212,24,1,1000000.0,3321.437352449099,99,1,0
213,40,0,525585.7178749779,1171.8697610624854,25,0,2
214,34,0,761819.4296668519,1386.596812821486,20,0,2
215,36,0,686764.7979881811,2205.1836819969617,99,2,3
216,52,0,435470.34770463017,1259.7497540607442,40,0,2
217,46,1,573610.0405385689,1357.0978220498619,30,0,2
218,56,0,650368.3191637039,4929.843452490292,99,1,2
219,38,0,750246.1555507784,1594.5134720978551,25,0,0
220,31,0,825473.1240364797,1368.4486195555792,30,0,2
221,37,1,663265.4597838711,1288.5238262176617,20,0,3
222,42,1,561593.5298185713,1187.5086931204391,30,0,2
223,42,1,496755.8107911408,984.3053184796358,25,0,2
224,26,1,920950.9429491514,1105.6840803602654,10,0,2
225,41,0,813282.7223430199,4482.893483020179,99,1,2
226,42,1,496243.87665248243,1014.3669789616089,25,0,2
227,70,0,146785.7557760444,791.5846496602694,35,0,1
228,62,1,232668.82423722435,1223.9333561929611,25,0,1
229,29,0,720047.0726089315,1065.479682273292,35,0,2
230,36,0,578860.0941215161,1041.9475638806905,20,0,2
231,22,0,1000000.0,2087.1531941847156,99,2,2
232,32,0,705293.5501527395,1178.458868535781,10,0,3
233,43,1,937350.4535499193,5773.376680502674,99,1,2
234,54,1,464615.18206233555,1355.690702606261,20,0,2
235,31,0,633784.4890914755,943.4513351899798,40,0,2
236,32,0,1000000.0,4520.379500460595,99,1,3
237,20,1,992703.7885268376,1581.3084598337282,20,0,1
238,38,0,618985.3833378584,1128.7662158320074,10,0,2
239,27,1,764723.5755928843,1021.177718091543,20,0,2
240,33,0,673421.6571880238,1197.3784810761758,20,0,2
241,29,0,842805.2075238873,1205.3898022962253,30,0,0
242,38,1,764572.4709350805,1517.2284265563753,25,0,3
243,20,1,1000000.0,3932.4098341058516,99,1,1
244,22,1,1000000.0,2604.1098331178187,99,1,2
245,65,1,259415.84569567372,965.3439452860088,35,0,2
246,24,0,969576.7619704873,1179.0957503058937,15,0,2
247,26,0,753178.463432934,941.1549499918431,40,0,2
248,62,1,337054.3688754036,1032.797521653075,25,0,2
249,74,0,156484.01835897952,2502.032456521022,99,1,1
250,25,0,829439.0224644181,1078.6794644559502,35,0,2
251,35,0,604176.8178882753,1730.2767408837533,30,0,1
252,44,1,503814.2407832406,1188.3370617438432,40,0,2
253,60,0,412678.1714117602,2472.0073353584266,99,2,3
254,28,0,863156.6209515397,1239.4372197448486,35,0,0
255,37,1,573806.5221872269,1097.4959469704788,15,0,0
256,49,1,703294.7118197978,4276.40386253698,99,1,2
257,45,0,539347.3488913645,1268.4363229729756,30,0,2
258,35,1,725121.5321593666,1425.2996665702271,40,0,0
259,38,0,722836.1084200051,1384.5510002488807,40,0,2
260,23,1,842561.8371921885,1024.5437088361734,40,0,2
261,37,1,585132.7575947976,1055.320263993214,10,0,2
262,36,1,890745.6320657951,4604.914252946011,99,2,1
263,42,1,919181.278651075,5193.001350211791,99,1,2
264,33,1,703249.918806083,1113.2100537539159,35,0,2
265,45,0,624247.151029899,1338.7339342977111,40,0,2
266,52,1,504409.6038557618,1345.389223173734,15,0,2
267,41,1,983651.7128952752,5273.205452048664,99,1,2
268,44,1,618125.0952467972,2480.1353346152323,99,2,0
269,40,0,665176.2797972889,1510.7823132871702,25,0,2
270,40,0,665470.4625736594,1266.2319602601422,20,0,2
271,31,1,1000000.0,3761.6363062881424,99,1,2
272,43,0,656642.9627646116,1351.9786233264454,15,0,0
273,38,1,593834.4247944505,1280.0795083729358,35,0,2
274,65,0,240029.02542254663,832.4422252355635,35,0,2
275,58,1,387689.623728104,1140.5239763773004,10,0,2
276,44,1,458994.12157113315,1108.314505122066,40,0,2
277,30,1,643164.4645163317,1072.9300616768678,20,0,2
278,26,1,719650.4020260425,965.7781003415834,40,0,3
279,54,0,724574.5312862442,8056.224254803149,99,1,1
280,43,0,581948.1311782734,1213.9734608067902,35,0,2
281,45,1,576283.9950572434,1303.5784431500906,10,0,0
282,20,0,818216.3445751206,837.69661051988,20,0,2
283,51,1,445079.23031541065,1194.295709124247,40,0,3
284,45,0,616703.3159331575,2204.7897316897165,25,0,1
285,26,0,902637.0970797858,1114.5669017028652,15,0,2
286,34,1,718467.7845284233,1325.1634476187758,40,0,0
287,43,1,502020.20088128437,1779.2482116284823,35,0,1
288,40,1,819369.9468182113,3115.9551461178185,99,2,2
289,36,0,671247.3941097719,1193.4439158563302,35,0,0
290,38,1,577214.940254754,1204.6788396004438,35,0,2
291,36,0,1000000.0,4254.057987014041,99,1,2
292,41,0,885355.1439902103,4538.871595351707,99,1,2
293,57,1,351588.95192586887,1076.8111044445643,30,0,2
294,20,1,923357.6315979521,925.1053569537124,10,0,2
295,37,1,549346.0578380513,989.4482781548044,30,0,2
296,42,0,837460.9808006894,4428.108962130271,99,1,0
297,43,1,751871.5967547664,3327.047930320145,99,2,0
298,35,0,576750.5588744194,1140.96591535976,30,0,2
299,20,1,784216.1249625755,761.6048392719955,10,0,0
300,43,1,470469.7951174207,1079.923794651587,35,0,2
301,60,0,267022.36863415386,1268.3891433515262,20,0,1
302,21,1,939367.8860949135,1716.714587950077,99,2,2
303,50,0,405367.9965791664,1059.292763402915,15,0,2
304,36,0,619221.1700185245,1197.3892510491776,30,0,2
305,39,0,733167.388327206,1567.0989046923721,20,0,2
306,27,1,773250.5074352481,2056.3853106471124,99,2,2
307,35,0,674323.8438174311,1187.0442076408629,35,0,2
308,55,0,411372.1580320951,1812.7680304994467,40,0,1
309,46,1,571741.8636300958,1307.7063049679557,40,0,2
310,60,0,258880.3375102967,847.6751133097866,30,0,2
311,54,1,664972.7757134982,4580.678346570759,99,1,3
312,45,0,442833.086440411,1695.3026469406157,35,0,1
313,60,0,417005.1054815216,3235.7349387783634,99,1,0
314,45,1,537693.1611153502,1240.7992912129741,30,0,2
315,49,0,568486.2593784619,2428.6159369363127,99,2,2
316,36,0,699872.8461138802,1195.3312943711521,35,0,2
317,40,1,870802.3010190538,3450.4373714974445,99,2,2
318,31,0,1000000.0,6200.770682382302,99,1,1
319,51,1,500648.9109144646,1402.773524766022,10,0,2
320,25,1,954618.2011350507,1308.7036202009106,40,0,0
321,49,1,527862.2957065225,1350.6996414822104,30,0,2
322,37,0,682820.1649864408,1197.4603923394925,25,0,2
323,54,0,423456.8833097155,1327.0052845416064,25,0,2
324,49,1,531738.8670749794,1306.6538748679436,10,0,2
325,61,1,263718.3687404101,830.2834884609156,15,0,2
326,48,0,536739.9596507751,1393.723582431986,30,0,2
327,21,1,1000000.0,4013.2523790561063,99,1,1
328,39,1,729998.8064296218,1497.4817203378716,15,0,3
329,25,0,706437.1807141172,967.1284804991426,15,0,2
330,33,0,780090.2575093573,1438.541795704189,35,0,2
331,58,1,309867.9947872947,896.8136538577756,30,0,2
332,47,1,516971.46891709947,2092.526712946284,99,2,2
333,31,1,753224.7448855283,1115.8147618073422,20,0,2
334,27,1,771451.6960702802,1009.0196257341129,40,0,2
335,40,0,664315.862176765,1506.4665140670681,15,0,2
336,25,0,827579.9263236912,1120.7202620938301,35,0,0
337,31,0,726529.0929000863,2232.14732952772,99,2,2
338,43,1,826352.5997319316,4865.4664403739425,99,1,3
339,53,1,384054.18504498975,1452.082775651358,25,0,1
340,47,0,498837.392113709,1850.002616635262,35,0,1
341,20,0,744788.7613880244,769.695682070339,10,0,2
342,43,0,561032.9749032772,1359.2695527393396,20,0,2
343,40,1,1000000.0,5030.093915185104,99,1,2
344,44,1,897675.475309956,5422.603621970376,99,1,2
345,59,1,325687.9476514879,1048.6619387650067,10,0,2
346,20,0,1000000.0,974.8278818400315,15,0,0
347,32,1,719176.489993324,1095.9725496944723,15,0,0
348,47,0,554775.8876860011,1484.0243561703028,25,0,3
349,21,0,1000000.0,1144.1995024545668,30,0,2
350,57,0,308499.10154531983,997.3900277813211,35,0,0
351,44,1,607027.8467303838,1396.7925418000405,20,0,2
352,50,1,456913.985848989,1656.7947712336927,40,0,1
353,33,0,677873.0626194477,1073.3284665048795,20,0,2
354,49,0,857403.5577835421,5957.075603641461,99,1,2
355,52,1,547009.6108665421,3856.9995175327203,99,1,2
356,42,1,554554.8333975569,1161.7089316471054,10,0,2
357,42,1,633025.3492167362,1435.8120420034109,25,0,2
358,43,0,498299.05535262503,1572.6685052427533,40,0,1
359,29,1,938894.1810645577,3824.3487447820444,99,1,2
360,38,1,661005.4151885074,2319.7881614031385,99,2,2
361,38,1,644486.8200244819,1189.0347807562976,25,0,2
362,44,1,564436.4846343333,1331.4079940279867,20,0,0
363,51,0,741718.5639711425,7172.57785059239,99,1,1
364,27,1,782636.381335186,2839.5968807855197,99,2,1
365,38,0,774933.3124185306,3830.663068316796,99,2,1
366,57,0,299201.48659089423,885.6347851542395,25,0,2
367,31,1,788275.5767258267,2038.9587265550624,30,0,1
368,30,0,748864.1902798208,1048.0204840630977,30,0,2
369,42,0,642429.7347333435,1315.6170258831787,15,0,3
370,50,0,377926.3280265355,977.0553781657939,35,0,2
371,40,0,649592.1367145991,1416.2058955425446,15,0,2
372,55,0,378241.4299694193,1013.1501437019078,15,0,3
373,50,0,480786.2543777775,2449.560441086676,99,2,2
374,50,1,510012.6747221142,1367.162764821105,10,0,3
375,46,0,527910.4471172149,1960.4775784441126,30,0,1
376,67,1,253417.5723360205,903.9917277704627,35,0,2
377,37,0,558106.7816578259,1012.4559425771661,40,0,2
378,20,1,768717.4673506753,1142.3455353534714,35,0,1
379,59,1,299652.91335781326,867.5344672341269,35,0,2
380,34,0,720891.5156203886,1246.7752920893122,30,0,2
381,41,1,567417.3255389867,1191.3220826195995,25,0,2
382,55,1,336675.8086322526,1064.364783971347,20,0,0
383,20,1,841494.7875891423,879.2873768210803,15,0,2
384,24,1,740725.4338953714,842.4828492954213,20,0,2
385,20,1,923264.5323104834,1002.5165656670089,25,0,2
386,30,1,1000000.0,4212.423751735167,99,1,2
387,45,1,624240.4561694049,2624.997414716678,99,2,2
388,46,0,420862.9472576423,1110.699331864254,40,0,2
389,43,1,562199.3309963687,1367.3561932760636,35,0,2
390,23,1,853104.7166887448,999.4093050740322,40,0,2
391,20,0,825254.8994717296,1161.4211701477811,35,0,1
392,40,1,582006.3663552412,1762.225258651932,25,0,1
393,34,0,823199.8443541442,1588.1739141528997,35,0,2
394,45,1,624897.8572990652,2002.352661100582,30,0,1
395,48,0,531867.7406190826,1296.4643400552068,35,0,2
396,41,0,948666.7761455666,4695.894447635524,99,1,2
397,49,0,457272.4542828532,1146.529145380059,40,0,2
398,42,1,692805.4542077585,2177.1828520246354,35,0,1
399,46,1,420112.08123848727,1084.2254521971008,25,0,2
400,31,0,1000000.0,3782.416386779749,99,1,2
401,37,0,564807.0103365919,1092.7650588956565,10,0,0
402,42,0,569787.5750314724,1148.2049265487085,20,0,2
403,49,1,435073.8216864567,1016.5757910199166,25,0,2
404,35,0,656774.6000994822,1236.5473160037623,25,0,2
405,46,1,489529.8023854396,1082.6278155420118,30,0,0
406,36,1,800708.230209773,1649.2474983607863,20,0,2
407,38,0,602576.5312225719,1173.4531890695646,35,0,2
408,49,1,528944.28500783,3700.276148341084,99,2,1
409,20,1,965299.599946644,890.446507696237,30,0,2
410,24,1,899213.7840164347,1111.4549232154122,20,0,2
411,22,0,845800.4786423729,1710.6419938156462,99,2,2
412,20,0,1000000.0,2411.894403837922,99,1,2
413,31,0,993932.6541040341,2964.514069675503,99,2,2
414,48,0,571176.799927795,1472.3128017925558,40,0,2
415,36,1,564297.8639323579,1095.665945176431,25,0,2
416,42,1,767974.2377601208,4431.05540376955,99,1,2
417,53,1,514117.99092285935,2388.1908320249468,99,2,3
418,55,0,314698.32013329584,959.1418055365793,30,0,2
419,39,1,844975.9757467627,4100.860655361105,99,1,2
420,56,1,617195.3145790882,4338.641802990517,99,1,2
421,41,1,928987.295261047,5051.067409313448,99,1,2
422,29,0,669860.19998499,949.701181011404,30,0,2
423,32,0,767182.6390298709,1859.4906262290845,30,0,1
424,22,1,877320.6051813634,1057.2593838384846,20,0,2
425,29,0,1000000.0,3820.2050971767208,99,1,2
426,35,0,551526.9585522672,969.417760097817,20,0,2
427,49,1,613019.9261573564,3638.296756715885,99,1,2
428,60,0,522671.7975872327,3979.1470341081213,99,1,2
429,23,0,775226.829088828,906.6928806891245,25,0,2
430,44,0,479048.1813224293,1037.0679582983498,40,0,2
431,27,1,654235.7381206647,958.5794214582035,10,0,2
432,45,1,468360.98446896323,1117.609800573362,25,0,2
433,38,1,571276.6495932078,1718.3532501438192,25,0,1
434,20,0,915880.7766057604,1392.5764867976775,35,0,1
435,51,0,632340.6277270564,3255.7148380165086,99,2,2
436,32,0,873629.8275441458,2506.9490424291325,99,2,2
437,33,1,837293.0441126912,1390.105538677845,25,0,3
438,27,0,682183.1918431756,1024.6798998371557,20,0,2
439,32,0,803381.2508976004,1362.2339302507687,40,0,3
440,45,1,613755.8455722876,2316.895379724778,35,0,1
441,37,1,659318.934086863,1147.766347541181,35,0,2
442,43,0,510119.65590078896,1110.1035484300185,20,0,2
443,44,0,577202.6167145185,1362.3166071715239,35,0,2
444,55,0,445646.17003962223,2147.3088550892535,99,2,2
445,35,1,780619.2387064089,1465.6720423951856,30,0,2
446,22,1,1000000.0,1578.1500802872533,40,0,1
447,52,0,439433.65997490723,1217.5969657504306,40,0,2
448,36,0,866934.1724418352,4291.485838118761,99,1,2
449,53,0,399520.9511697536,1688.9767291767785,10,0,1
450,44,0,651798.3086095128,1489.910825089585,20,0,2
451,38,1,660683.1620519966,1213.2652632235367,25,0,2
452,44,1,865808.2176013779,4797.850160860591,99,1,2
453,63,0,304329.4584908956,1692.0929157887158,99,2,2
454,64,0,374034.7242222205,2437.554070113805,99,2,2
455,40,0,502326.25879291346,960.3993329886209,25,0,3
456,41,0,499281.1727938128,1038.9293453751236,15,0,2
457,52,1,348222.22116309404,881.1092843017274,15,0,2
458,29,1,1000000.0,3666.7145005397138,99,1,2
459,43,0,678225.0857030848,1522.9292145110926,10,0,2
460,39,1,1000000.0,5184.775146140782,99,1,2
461,43,1,527357.5333792152,1243.8429640231946,25,0,2
462,29,1,622941.4637524586,856.8274288397158,30,0,2
463,20,1,748586.5630185596,729.9629610273768,30,0,2
464,20,1,832169.9907201161,862.3143560896569,35,0,2
465,26,0,822347.7971012531,1029.089722868692,10,0,2
466,34,0,995935.763236818,4341.047955651713,99,1,2
467,36,1,1000000.0,4932.641375419621,99,1,2
468,63,0,264246.28473678004,858.6070631622433,15,0,2
469,53,1,492170.1712752798,2370.4397327378133,99,2,2
470,28,0,821320.5378674226,2236.789180739239,99,2,2
471,44,0,556298.577567049,1252.0620008217136,20,0,3
472,35,1,1000000.0,4579.734773256951,99,1,2
473,36,0,584020.369428824,1025.9449597402024,10,0,2
474,42,1,502408.4006510574,1062.6025748244151,35,0,2
475,47,0,468980.53670489474,1169.4040281358275,30,0,2
476,35,0,590215.6797778542,1060.3522423285076,10,0,2
477,52,1,557986.8882197776,4112.111600080638,99,1,2
478,26,1,1000000.0,3575.8027411840926,99,1,2
479,40,0,669997.4209085056,1371.1203401763528,15,0,2
480,71,1,138653.39792008165,546.3305357868253,20,0,2
481,42,1,551528.0299453281,1319.1393962395925,40,0,2
482,57,0,311010.3654326814,859.1165218072476,15,0,2
483,41,1,537135.7060356658,1682.242039050582,15,0,1
484,46,1,421148.7871718935,986.2575218632423,30,0,0
485,39,1,601641.9128839332,1921.8697666883481,40,0,1
486,37,0,666751.3057499286,2397.4956992168627,99,2,2
487,30,1,1000000.0,6335.037245989979,99,1,1
488,45,1,454201.5132871302,1159.0260955951721,20,0,2
489,29,0,672327.0570438392,1491.4752433908268,25,0,1
490,47,0,561274.7649423315,2265.4687333797306,10,0,1
491,53,0,376118.7454985999,988.8738465533191,20,0,0
492,44,0,483899.5124808997,1096.1280937093857,40,0,2
